,ECH,EIDO,EPU,EWW,EWZ,INDA,KSA,QAT,UAE,VNM
2016-01-31,0.02224294924667447,0.03737370510355764,-0.02923666882187692,-0.028898415158842505,-0.0411024712780198,-0.055272545278920004,-0.13294829001428488,-0.08817443475466624,-0.09108143238513389,-0.0561188737172964
2016-02-29,0.017162154273545616,0.048037090102216684,0.11893811549316524,0.0018601866382488286,0.03328283228569151,-0.07544273432249604,0.005761972396364001,0.06769070094538421,0.12178143503599514,0.0
2016-03-31,0.11178063564805951,0.03834298686695092,0.20209903634465354,0.10767315176050296,0.28355286906696886,0.12905912400582897,0.051086281919850096,0.06925932481286368,0.032878275004286195,0.0028654121659374976
2016-04-30,0.033333418189156916,-0.01994923602713683,0.1882348170403656,0.0063314819446997905,0.12205345077975438,-0.002212459750588369,0.09117135538430321,-0.019930105866882042,0.04594597255583266,0.030000014651645257
2016-05-31,-0.07684241652120849,-0.031182305859198234,-0.06834865965216808,-0.07698015616415554,-0.13791938283526772,0.02106426112453952,-0.0381441015694165,-0.07117426815054273,-0.05483769191598542,-0.0013871521619374105
2016-06-30,0.06495922980094404,0.10527763296571702,0.06558721137724155,0.021753333671232555,0.19510764647435397,0.016683110836077653,0.014666481817288135,0.038357814564689896,0.03274567600104139,0.015277845044216143
2016-07-31,0.04483695358993467,0.06214220328932751,0.1113630096110414,-0.013698671360998227,0.10139162427673853,0.05838120800766555,-0.04062183611214043,0.06834307788223937,0.04121903942728977,0.038987779973807646
2016-08-31,-0.050195069103934564,-0.017705770220298067,-0.06845342541951238,0.015901804164425437,0.008423588444302466,0.0003383765599789257,-0.02797324980982263,0.034288802973468036,-0.00129047217356415,-0.0006582757241387904
2016-09-30,0.010131428357800898,0.03605039030173951,0.03814887443046033,-0.03942928222170272,0.006264894662569631,-0.005074435294814439,-0.04351454327119486,-0.0388422060888034,-0.0003520763270239424,-0.005270101409376227
2016-11-30,-0.06254694717211484,-0.11047627185863884,-0.020408240924870036,-0.13200878512996217,-0.11308252794378504,-0.07265837160342903,0.14773027441995934,-0.06862229039691814,-0.01370966640018001,-0.06629451153678645
2016-12-31,-0.0009332790265021984,0.03451863420070378,0.022794488016667502,0.0011222402957411504,0.008150865970512067,-0.0016839502774892434,0.019679927296526012,0.0719909665912708,0.050543548864767196,-0.0011267162876908987
2017-01-31,0.039016878077712924,0.011603634238686045,0.0682924787445256,0.01910363705945728,0.10587881033352864,0.05781420691516148,0.0017026043125174528,0.017838371388559038,0.028415966771625056,0.039877465886747565
2017-02-28,0.03626535343692816,0.003277295529578783,-0.022830854068516815,0.028341742059144748,0.02332496984555399,0.04619186340958081,-0.02632612820140079,0.015979483907934133,-0.00881838155044834,-0.003687261613025239
2017-03-31,0.08116155470584108,0.053083057944674605,-0.004672704514105286,0.11046032158676256,-0.007155758355500197,0.0613414044057925,0.008322448435828633,-0.00913245099614124,-0.004448499992066979,0.03774969647051263
2017-04-30,-0.01423351176876797,0.02093830431637911,-0.021126837253276576,0.011530104666844343,-0.007741838385988187,0.01873616262638822,0.00495221621523112,-0.020481287820599547,0.011021709234104948,0.0014266028677363263
2017-05-31,-0.0006983232311703613,0.008735149581712509,0.030575627020247742,-0.0027048440708458132,-0.05380684006550118,0.014650566025357747,-0.006129943892355216,-0.013486687433041489,-0.0047141533730726826,0.028489910929828
2017-06-30,-0.013123938595789864,0.03705366822279044,0.0030724058100024543,0.05630814786539573,-0.02138548586464073,-0.010049674807102282,0.10452402218805568,-0.09899139156054548,0.017696445579677533,0.033933637175133535
2017-07-31,0.09095231780975843,-0.012495364746720417,0.04960117847793688,0.0437522713807057,0.10720574791677828,0.07040505522702256,-0.04575973161857483,0.07640586537721816,0.059175174321021595,-0.010046879275037002
2017-08-31,0.05917305242995252,0.0003722767587803766,0.053164931624478884,0.003019672861645839,0.05820108767419452,-0.007275858425077386,0.008926244896538593,-0.07013061461993664,0.002821801608434482,-0.006766014434287704
2017-09-30,0.009760976022250567,-0.007068615574137516,0.03605756399963833,-0.03293792834344411,0.04224987946875225,-0.03693948907425526,0.001148971988658154,-0.04067185827650566,-0.02279130096799087,0.01566761960702645
2017-11-30,-0.1216269558955626,-0.0007491180569398903,-0.01864706908599334,-0.0027820012422279383,-0.03659472978478295,-0.01305346170871613,0.002777591821039316,-0.08261747117716889,-0.059785656542151955,0.05742810834623713
2017-12-31,0.16226405230928465,0.06676191497001582,0.017808799975460143,-0.007988114871664953,0.05635517797993317,0.044943306782877945,0.04998115881983756,0.1671471051310074,0.013869403677234438,0.06672182545836502
2018-01-31,0.07285274200975667,0.04783693479554918,0.055636679436687375,0.07750064822029801,0.15179217149001523,0.032714211394996306,0.05882336904928254,0.04592576052340869,0.045654846993087306,0.10011169870518799
2018-02-28,-0.04020720671280653,-0.03961062184255271,-0.03097529302366442,-0.06025233920170492,-0.023824707037832682,-0.07865764419890497,-0.03751791395405146,-0.05925403068255575,-0.049354152694707776,-0.05033036955036485
2018-03-31,-0.012846640423795241,-0.05767231787483984,0.015505833459273477,0.03225805835407769,-0.01319264466540726,-0.005536134275871518,0.09782609821208532,0.04115446961687885,0.0023953623381902656,0.04710923757780794
2018-04-30,0.01433396005675558,-0.059346926536940514,0.02795381608797398,0.0015527889966828745,-0.05748639235258779,0.024025706283317794,0.04404247811706319,0.03121221414142239,-0.012544709092993434,-0.08588954505374446
2018-05-31,-0.07195960926944578,0.006308980671642983,-0.03702007929519646,-0.13410846869378457,-0.1579199087361588,-0.03719585810308457,0.014715442741285223,0.02197042055746845,-0.01270423863488468,-0.06655487080851508
2018-06-30,-0.05996169359190762,-0.08295751323644318,-0.05979940711591425,0.06863787749723027,-0.08531211833478514,-0.009338899097277586,0.020341821847887465,-0.023057815494344047,-0.02646106539079529,-0.043139513070490576
2018-07-31,0.04734990317406851,0.03482806368470803,0.03490461877388462,0.10267287346627119,0.12636519191772533,0.0702915782394562,-0.004781755290097167,0.08611625470952888,0.037450796112488804,0.030682295865620546
2018-08-31,-0.10120280897558331,-0.01682799549165137,-0.09010359170132276,-0.031550469260930414,-0.10110798236204821,0.0014030854004336568,-0.05509274088899385,0.01362780101046357,-0.015199403399341893,0.006075548956422594
2018-09-30,0.04545461799303574,-0.017115925284795552,-0.0010821763827552067,0.01767963383818083,0.03944521451029437,-0.08996624420950639,0.011559207465840604,0.0016664304120661555,-0.018006486181013637,0.015096676886994898
2018-11-30,0.03660904110384444,0.12312580903764991,0.01262537497894578,-0.041587257062533634,-0.008717284286098193,0.10467011744018118,-0.03970401419692915,0.042597836670374756,-0.04677207960099505,0.034255439990310776
2018-12-31,-0.03647477608020522,0.005989502248206824,0.010442898341355145,0.03074399535169925,-0.02541768354464502,0.008040231178786605,0.027692016266712693,-0.03894715010290495,-0.048178935420074454,-0.05276920718695299
2019-01-31,0.1282299680806378,0.11522973771061307,0.0636618117063319,0.09276382058607191,0.18769638999829064,-0.01619682583436899,0.10522684601778498,0.05192011599710833,0.038685968126762615,0.07389819418560051
2019-02-28,-0.03424655219965289,-0.0704480268159513,0.02489410196876185,-0.032000376297056654,-0.052236985387704604,-0.0033536112676170182,-0.004071521417638224,-0.05655546152234048,0.03724554953302417,0.05303048398231214
2019-03-31,-0.04299622428123695,-0.0019431392279274373,0.015245672653558584,0.000688744817957776,-0.04674427351897581,0.0783113714744963,0.04716985264795337,0.008174403934583907,-0.0022359150886911427,-0.007194409573276106
2019-04-30,-0.010421702989119264,0.017133794324628138,-0.02952406043519218,0.058729337704895634,0.009758454323167909,0.007375964633086429,0.05555555930408129,0.024324374540799054,0.04970456466653861,0.0066425926705069305
2019-05-31,-0.0985255703799347,-0.031010621445730413,-0.08182549917882653,-0.06998932880367337,0.006281961006791903,0.013235685384655582,-0.08250352690902141,-0.03430094831503949,-0.08726312084081755,-0.02879434579470841
2019-06-30,0.08106846133931822,0.043975006086770074,0.07769639208621193,0.031230813751139008,0.06306348359087321,-0.009968339557723804,0.033002390247722335,0.011601526989153621,-0.006247209226746708,-0.010500221752934968
2019-07-31,-0.05849259287076103,-0.010388604341248109,-0.031587440414234225,-0.04864000643821331,0.0178407318607674,-0.06515565289725822,-0.014536705897301827,-0.013974515232177187,0.06940131317868614,0.009987466061444739
2019-08-31,-0.07226399741610745,-0.020606476187930323,-0.05603575622697865,0.005815383872689983,-0.07887625092404904,-0.02484851188090431,-0.06883839709072637,-0.020067937238256506,-0.037666733518347706,-0.0309022527040006
2019-09-30,0.04903343676189165,-0.028582900431170843,0.0354400580212233,0.029149554319400917,0.027811638040999842,0.043194486115171626,0.00594061982039662,0.01585106406680903,-0.02757825352772314,0.040178407198945276
2019-11-30,-0.1314799936330523,-0.03725965960131994,-0.028563585325639185,-0.017828805189651575,-0.047757567951465796,-0.005483482298813458,0.01839011322389994,-0.003983942847134103,-0.03074501318919165,-0.017262508816588418
2019-12-31,0.11379915234178517,0.06979462237630862,0.08865411057948447,0.04460616300815423,0.13387341850422008,0.020980631021144003,0.06632052696881852,0.016571503357910133,0.0,0.010832806843490195
2020-01-31,-0.07980807290464742,-0.05767705704440729,-0.0704453379971034,0.018432209778485475,-0.07776595826262622,-0.018776872312915027,-0.03395859209862018,0.01180436223903003,-0.016530055017195733,-0.06879287970640235
2020-02-29,-0.12096506735478119,-0.10587268493859481,-0.09291516294195579,-0.09245532886478869,-0.12340025463408433,-0.06668593164110448,-0.09440912570673998,-0.11833348544736733,-0.07783151569062263,-0.07723310611709078
2020-03-31,-0.19584572816203616,-0.31868640819338023,-0.26120350867199393,-0.31883713201381647,-0.38581861124331973,-0.2510096260128526,-0.11534184037794071,-0.08172642061115398,-0.231527279164766,-0.24017462782169252
