,06L.SG,07K.F,0A6X.L,0A7W.L,0HL8.L,0I3G.L,0TD7.L,0U8N.L,1010.SR,1020.SR,17SA.F,29P.F,29P.MU,9IFA.F,ABQK.QA,AESGENER.SN,AGUAS-A.SN,AHCS.QA
2022-07-31,0.555555494233906,0.16129029156886276,0.10980366920025308,,0.02517585455002891,-0.17594615002133884,-0.12006357206272689,0.036357149064525585,0.13865092998082074,0.16591926909542254,,,,0.0450449357824505,0.02040818269911937,,0.23095166892769448,0.08372073927952295
2022-08-31,-0.09523811213283606,0.22222226821346247,0.03533590099892714,,0.10479681251542905,0.12883647832843992,0.08929688704373895,-0.020942530608976107,-0.01525661734608963,-0.0779487495299599,,,,-0.086206791584993,0.041000009547473404,,0.08027500445163627,0.010300546527220567
2022-09-30,-0.21052630804995065,-0.15909089369714746,-0.027303750110721725,,-0.01809632476106937,-0.2860635776635959,-0.05886869855356247,-0.0378509044350972,-0.1056337572249394,-0.039898112991788914,,,,-0.047169904618147296,-0.038904921293493544,,-0.042782825380135225,-0.17757012721589482
2022-11-30,-0.1071428713977941,-0.15151512072762818,-0.00986837119165529,,-0.22900083998983634,0.20168563221083402,0.12068252596915552,0.045890805095950116,-0.03089881302186026,-0.09417807946107803,,,,-0.056910681428544496,0.029999956210836176,,0.0351757941896822,-0.08977774509257586
2022-12-31,-0.08000001192092876,-0.14285716186372543,-0.051543972482068656,,-0.009384195968337505,-0.17935872183937218,0.007225933962061504,-0.1085554886380562,-0.07826082738468287,-0.09829871841566573,,,,-0.060344858748205166,-0.02669891578778194,,-0.02215282461658641,-0.047851658198863944
2023-01-31,0.04347826791170184,0.0,-0.03184480036055359,,-0.016635125652806892,0.38559220441654873,0.07078904800986918,0.008901393815320846,-0.03144660045731451,0.014675066818979232,,,,0.009174331430619187,0.0,,-0.026135783950429925,0.004102495030985809
2023-02-28,0.041666673134184595,-0.041666673134184484,-0.025028271934600554,,-0.08147607280733038,0.044395524420046906,0.09877873083855526,-0.06119398363926609,-0.15422079109917253,-0.06404959377402386,,,,0.0,0.007730565389116206,,0.03784460459794947,-0.013278822883084462
2023-03-31,-0.08000001192092876,-0.13043480373510563,0.07995961834904985,,0.032958540625093846,0.02276449036907069,0.029732458720402644,0.050394914658857815,0.16549458672693462,0.0033112321369037634,,,,-0.07272722530573195,0.01926587557759718,,0.13787892064986784,-0.11297941202975692
2023-04-30,0.04347826791170184,0.0,0.002333872833503614,,0.07122583380225023,-0.03230601603298833,0.009065535376766132,0.005259022022264137,0.010100966301768377,0.06820683042043485,,,,0.030803378197026277,-0.0012771619119922306,,0.11978278300284972,0.009852247785709256
2023-05-31,0.08333334626836897,-0.3999999813735481,-0.01128426935775062,,0.11362487322167425,0.14407507246461648,0.04138974206430546,-0.024401217199015668,0.09166658845105369,-0.09680736857071848,,,,-0.01010089455020824,0.023017893708530357,,0.08196721075858848,-0.0012194965024384663
2023-06-30,0.03846154397232282,-0.16666669253673794,0.15094204649375476,,0.12484166927605367,0.04187781456506556,0.10557019112612553,0.13413539878103609,0.027480933328801083,0.04218923030066968,,,,0.1530612580269608,-0.024999967589488303,,0.05303022856064965,0.025640929538744306
2023-07-31,0.11111105745466787,0.1000000186264518,-0.024585998692792432,,0.018232652968610097,-0.10520673969848282,0.022733480385319416,0.05776078867550538,-0.036307008992847334,0.005470470756062662,,,,-0.017699185835428732,0.02538464671511198,,0.05755387107197696,0.05000012180965285
2023-08-31,-0.13333329608042954,0.0,-0.09966106780627115,,-0.14371030965264897,-0.18807447425948265,-0.007954555135716412,-0.07453001181351226,-0.04245276859326674,-0.03482047951418643,,,,-0.04504499444835397,-0.049762504644393024,,-0.010238051699835049,-0.0442177689520572
2023-09-30,-0.07692308794464564,-0.18181821260570508,-0.0750618841099513,,-0.052464949012623996,-0.30941131406237754,-0.050743101056068274,-0.08373002700507848,-0.08867009756124655,-0.05298757374143137,,,,-0.009434049186793914,-0.023684201453829656,,-0.07910913045830958,-0.003558749097264835
